,req_id,order_time,desired_time,rental_length
0,0,1,13,69.0
1,1,1,14,49.0
2,2,1,15,65.0
3,3,2,13,32.0
4,4,4,20,24.0
5,5,4,19,28.0
6,6,6,22,18.0
7,7,7,18,33.0
8,8,7,19,29.0
9,9,8,23,66.0
10,10,14,27,52.0
11,11,14,34,28.0
12,12,14,30,27.0
13,13,16,27,37.0
14,14,16,26,34.0
15,15,16,29,12.0
16,16,16,33,21.0
17,17,19,34,64.0
18,18,20,31,38.0
19,19,22,30,34.0
20,20,22,36,29.0
21,21,22,41,50.0
22,22,24,39,75.0
23,23,32,52,56.0
24,24,32,46,53.0
25,25,34,56,94.0
26,26,35,49,35.0
27,27,36,53,20.0
28,28,36,48,37.0
29,29,37,46,33.0
30,30,37,53,16.0
31,31,37,47,43.0
32,32,40,57,11.0
33,33,40,59,113.0
34,34,42,55,26.0
35,35,45,57,17.0
36,36,45,60,10.0
37,37,46,62,22.0
38,38,47,56,25.0
39,39,48,63,60.0
40,40,49,60,91.0
41,41,49,59,33.0
42,42,49,61,17.0
43,43,50,63,32.0
44,44,52,65,23.0
45,45,53,69,81.0
46,46,54,68,54.0
47,47,55,68,27.0
48,48,55,69,54.0
49,49,55,69,19.0
50,50,55,72,25.0
51,51,56,69,37.0
52,52,56,73,64.0
53,53,57,72,40.0
54,54,58,76,42.0
55,55,61,74,34.0
56,56,61,72,48.0
57,57,61,71,21.0
58,58,63,77,22.0
59,59,65,86,48.0
60,60,65,77,24.0
61,61,67,80,45.0
62,62,67,84,47.0
63,63,68,81,41.0
64,64,69,87,29.0
65,65,69,77,34.0
66,66,70,88,43.0
67,67,71,83,28.0
68,68,71,92,31.0
69,69,73,89,38.0
70,70,74,91,63.0
71,71,75,89,36.0
72,72,75,87,23.0
73,73,76,88,14.0
74,74,78,96,26.0
75,75,78,91,17.0
76,76,81,87,36.0
77,77,84,99,55.0
78,78,85,100,23.0
79,79,85,100,26.0
80,80,85,95,24.0
81,81,86,97,60.0
82,82,89,105,26.0
83,83,91,106,51.0
84,84,91,107,73.0
85,85,92,101,32.0
86,86,93,107,95.0
87,87,95,107,37.0
88,88,95,106,24.0
89,89,95,105,35.0
90,90,96,106,14.0
91,91,96,108,40.0
92,92,99,115,34.0
93,93,100,115,29.0
94,94,100,114,55.0
95,95,105,118,15.0
96,96,108,120,50.0
97,97,109,124,75.0
98,98,109,126,20.0
99,99,110,124,41.0
100,100,111,121,37.0
101,101,111,130,37.0
102,102,113,127,24.0
103,103,114,124,57.0
104,104,119,136,53.0
105,105,121,134,68.0
106,106,122,132,27.0
107,107,122,142,63.0
108,108,124,137,43.0
109,109,125,136,87.0
110,110,125,139,42.0
111,111,125,133,15.0
112,112,125,137,43.0
113,113,126,141,33.0
114,114,127,140,32.0
115,115,129,137,18.0
116,116,129,141,34.0
117,117,129,149,18.0
118,118,130,146,30.0
119,119,131,146,29.0
120,120,131,140,52.0
121,121,132,153,90.0
122,122,133,147,14.0
123,123,134,148,26.0
124,124,135,152,37.0
125,125,136,152,40.0
126,126,136,153,57.0
127,127,136,147,22.0
128,128,137,152,35.0
129,129,139,156,61.0
130,130,139,152,23.0
131,131,140,151,31.0
132,132,141,152,86.0
133,133,142,153,17.0
134,134,144,157,20.0
135,135,148,163,57.0
136,136,150,160,17.0
137,137,150,158,37.0
138,138,150,160,18.0
139,139,151,163,20.0
140,140,153,166,41.0
141,141,153,169,45.0
142,142,153,169,38.0
143,143,153,163,79.0
144,144,154,168,37.0
145,145,155,170,29.0
146,146,156,173,42.0
147,147,157,170,28.0
148,148,159,171,39.0
149,149,159,172,19.0
150,150,159,172,19.0
151,151,160,175,19.0
152,153,160,175,12.0
153,154,163,178,31.0
154,155,165,179,26.0
155,156,167,180,20.0
156,158,169,180,40.0
157,161,171,180,28.0
