,req_id,order_time,desired_time,rental_length
0,0,0,12,32.0
1,1,1,13,27.0
2,2,2,11,47.0
3,3,4,24,46.0
4,4,4,20,25.0
5,5,5,18,67.0
6,6,5,13,39.0
7,7,6,21,35.0
8,8,7,22,45.0
9,9,8,21,38.0
10,10,10,18,43.0
11,11,10,28,23.0
12,12,11,20,92.0
13,13,11,24,30.0
14,14,11,35,89.0
15,15,14,30,41.0
16,16,15,29,54.0
17,17,15,30,41.0
18,18,17,27,56.0
19,19,18,33,38.0
20,20,19,33,37.0
21,21,19,39,27.0
22,22,19,32,23.0
23,23,23,35,21.0
24,24,23,31,45.0
25,25,24,40,27.0
26,26,25,35,59.0
27,27,26,39,36.0
28,28,29,38,33.0
29,29,30,43,28.0
30,30,30,40,38.0
31,31,31,45,17.0
32,32,32,47,98.0
33,33,33,50,37.0
34,34,34,47,93.0
35,35,34,46,22.0
36,36,35,48,43.0
37,37,35,50,37.0
38,38,37,51,41.0
39,39,38,55,39.0
40,40,39,55,16.0
41,41,39,50,36.0
42,42,41,50,18.0
43,43,42,63,40.0
44,44,43,59,60.0
45,45,44,54,58.0
46,46,44,65,38.0
47,47,44,58,27.0
48,48,46,55,31.0
49,49,50,65,105.0
50,50,50,63,47.0
51,51,51,64,59.0
52,52,52,59,62.0
53,53,53,70,35.0
54,54,53,72,43.0
55,55,53,69,84.0
56,56,54,64,47.0
57,57,55,69,23.0
58,58,58,73,29.0
59,59,59,73,33.0
60,60,60,75,28.0
61,61,60,74,11.0
62,62,61,72,82.0
63,63,62,77,26.0
64,64,62,75,36.0
65,65,63,76,52.0
66,66,64,74,33.0
67,67,64,75,35.0
68,68,65,84,40.0
69,69,65,78,28.0
70,70,67,80,26.0
71,71,68,83,23.0
72,72,68,84,13.0
73,73,70,86,34.0
74,74,74,84,63.0
75,75,74,89,15.0
76,76,75,92,28.0
77,77,78,94,36.0
78,78,79,90,33.0
79,79,80,92,47.0
80,80,80,101,26.0
81,81,80,93,21.0
82,82,81,95,54.0
83,83,81,91,39.0
84,84,81,96,39.0
85,85,81,99,15.0
86,86,83,92,21.0
87,87,84,94,64.0
88,88,85,100,31.0
89,89,86,101,42.0
90,90,87,96,31.0
91,91,88,102,21.0
92,92,91,113,42.0
93,93,91,100,22.0
94,94,94,111,27.0
95,95,95,107,28.0
96,96,98,114,30.0
97,97,98,114,22.0
98,98,100,113,24.0
99,99,102,113,39.0
100,100,102,119,52.0
101,101,103,118,36.0
102,102,104,115,42.0
103,103,104,122,73.0
104,104,105,121,18.0
105,105,106,120,34.0
106,106,108,118,25.0
107,107,110,118,23.0
108,108,114,128,25.0
109,109,115,127,44.0
110,110,117,128,38.0
111,111,118,132,47.0
112,112,120,132,46.0
113,113,120,130,63.0
114,114,120,131,30.0
115,115,122,136,25.0
116,116,122,133,50.0
117,117,122,134,23.0
118,118,123,139,18.0
119,119,123,134,26.0
120,120,125,140,32.0
121,121,127,142,12.0
122,122,128,134,16.0
123,123,131,142,37.0
124,124,132,146,42.0
125,125,133,152,15.0
126,126,134,150,31.0
127,127,134,148,24.0
128,128,134,150,66.0
129,129,135,155,18.0
130,130,137,146,35.0
131,131,137,151,74.0
132,132,138,149,28.0
133,133,138,153,32.0
134,134,138,146,48.0
135,135,138,151,71.0
136,136,140,155,30.0
137,137,140,154,68.0
138,138,141,158,99.0
139,139,141,153,29.0
140,140,142,155,11.0
141,141,143,168,18.0
142,142,143,158,21.0
143,143,145,162,44.0
144,144,145,158,171.0
145,145,146,158,83.0
146,146,149,166,44.0
147,147,153,169,42.0
148,148,153,162,27.0
149,149,153,162,38.0
150,150,153,160,34.0
151,151,155,175,24.0
152,152,158,168,24.0
153,153,158,169,21.0
154,154,158,167,58.0
155,155,158,172,47.0
156,156,159,173,24.0
157,157,161,182,19.0
158,158,161,177,63.0
159,159,162,180,49.0
160,160,164,171,27.0
161,161,164,180,31.0
162,162,166,176,12.0
163,165,168,181,13.0
164,173,172,182,74.0
