,req_id,order_time,desired_time,rental_length
0,0,0,15,20.0
1,1,1,13,68.0
2,2,1,8,34.0
3,3,5,15,32.0
4,4,7,20,57.0
5,5,7,17,39.0
6,6,8,19,33.0
7,7,9,25,54.0
8,8,10,24,27.0
9,9,10,20,29.0
10,10,11,22,30.0
11,11,12,31,35.0
12,12,12,19,48.0
13,13,13,28,49.0
14,14,13,28,81.0
15,15,13,28,34.0
16,16,13,28,32.0
17,17,14,31,85.0
18,18,14,31,26.0
19,19,15,30,30.0
20,20,18,29,31.0
21,21,18,34,42.0
22,22,18,30,30.0
23,23,18,35,41.0
24,24,19,33,36.0
25,25,19,29,23.0
26,26,21,39,56.0
27,27,21,35,43.0
28,28,22,41,71.0
29,29,24,33,37.0
30,30,24,34,45.0
31,31,24,40,41.0
32,32,26,35,39.0
33,33,26,40,45.0
34,34,27,44,40.0
35,35,27,40,43.0
36,36,27,38,58.0
37,37,28,45,36.0
38,38,29,39,18.0
39,39,30,42,47.0
40,40,31,42,20.0
41,41,31,45,15.0
42,42,32,44,40.0
43,43,32,50,31.0
44,44,33,50,27.0
45,45,34,50,30.0
46,46,34,45,49.0
47,47,36,51,29.0
48,48,37,54,36.0
49,49,38,57,61.0
50,50,38,53,48.0
51,51,39,51,83.0
52,52,41,53,115.0
53,53,41,56,34.0
54,54,43,59,18.0
55,55,43,55,29.0
56,56,45,60,37.0
57,57,46,60,45.0
58,58,46,63,26.0
59,59,46,61,39.0
60,60,46,64,18.0
61,61,46,56,41.0
62,62,47,64,74.0
63,63,48,67,57.0
64,64,49,64,14.0
65,65,50,56,39.0
66,66,50,58,27.0
67,67,51,64,46.0
68,68,51,65,31.0
69,69,51,65,90.0
70,70,53,68,121.0
71,71,54,70,44.0
72,72,57,74,31.0
73,73,58,71,57.0
74,74,58,73,27.0
75,75,59,72,45.0
76,76,61,77,89.0
77,77,61,75,30.0
78,78,63,78,40.0
79,79,64,77,61.0
80,80,65,80,49.0
81,81,68,86,115.0
82,82,68,83,61.0
83,83,71,81,30.0
84,84,72,82,17.0
85,85,73,88,48.0
86,86,73,86,48.0
87,87,73,85,47.0
88,88,74,92,99.0
89,89,74,92,29.0
90,90,77,94,43.0
91,91,77,90,30.0
92,92,78,93,47.0
93,93,79,94,94.0
94,94,82,94,22.0
95,95,84,99,27.0
96,96,84,107,49.0
97,97,84,93,39.0
98,98,85,97,27.0
99,99,86,99,22.0
100,100,86,103,24.0
101,101,87,100,24.0
102,102,89,98,53.0
103,103,90,102,44.0
104,104,91,108,16.0
105,105,92,108,80.0
106,106,93,105,81.0
107,107,94,110,13.0
108,108,94,106,22.0
109,109,97,108,24.0
110,110,98,119,38.0
111,111,98,110,59.0
112,112,98,113,41.0
113,113,99,118,23.0
114,114,99,114,15.0
115,115,100,113,61.0
116,116,103,116,61.0
117,117,103,112,82.0
118,118,107,117,29.0
119,119,108,122,24.0
120,120,108,127,29.0
121,121,111,123,88.0
122,122,113,131,34.0
123,123,114,131,34.0
124,124,115,126,56.0
125,125,116,128,77.0
126,126,119,132,27.0
127,127,119,136,39.0
128,128,122,137,22.0
129,129,126,143,13.0
130,130,127,141,88.0
131,131,128,143,54.0
132,132,130,144,53.0
133,133,133,145,84.0
134,134,133,148,28.0
135,135,134,149,17.0
136,136,135,153,34.0
137,137,136,155,81.0
138,138,137,152,64.0
139,139,138,154,33.0
140,140,138,151,54.0
141,141,139,154,42.0
142,142,139,163,30.0
143,143,140,159,25.0
144,144,141,152,22.0
145,145,141,160,48.0
146,146,142,150,43.0
147,147,142,150,35.0
148,148,142,153,28.0
149,149,142,154,33.0
150,150,146,167,25.0
151,151,147,166,38.0
152,152,148,164,34.0
153,153,150,165,42.0
154,154,151,171,50.0
155,155,153,168,29.0
156,156,153,164,42.0
157,157,153,163,54.0
158,158,157,173,38.0
159,159,158,172,24.0
160,160,159,176,26.0
161,161,161,178,44.0
162,162,161,176,80.0
163,163,163,179,48.0
164,164,164,180,67.0
165,165,167,180,31.0
166,169,169,179,62.0
