,req_id,order_time,desired_time,rental_length
0,0,1,13,21.0
1,1,3,18,40.0
2,2,3,19,59.0
3,3,3,16,51.0
4,4,3,17,34.0
5,5,4,13,66.0
6,6,4,17,42.0
7,7,6,20,62.0
8,8,6,17,67.0
9,9,6,22,31.0
10,10,7,18,31.0
11,11,7,18,80.0
12,12,8,24,27.0
13,13,8,26,25.0
14,14,8,22,30.0
15,15,10,30,34.0
16,16,10,23,60.0
17,17,13,20,25.0
18,18,14,29,16.0
19,19,15,28,25.0
20,20,16,37,22.0
21,21,16,28,38.0
22,22,16,26,48.0
23,23,17,29,29.0
24,24,18,26,46.0
25,25,18,31,40.0
26,26,19,34,64.0
27,27,20,38,48.0
28,28,21,36,43.0
29,29,24,31,32.0
30,30,25,39,63.0
31,31,25,39,55.0
32,32,25,37,67.0
33,33,26,36,25.0
34,34,26,37,40.0
35,35,26,38,33.0
36,36,26,43,48.0
37,37,26,40,27.0
38,38,26,35,19.0
39,39,27,40,22.0
40,40,28,41,46.0
41,41,29,44,27.0
42,42,30,40,30.0
43,43,31,46,47.0
44,44,32,48,23.0
45,45,33,44,18.0
46,46,33,49,35.0
47,47,33,54,64.0
48,48,34,51,62.0
49,49,39,50,38.0
50,50,39,49,36.0
51,51,40,52,22.0
52,52,41,62,58.0
53,53,44,56,37.0
54,54,47,61,39.0
55,55,48,62,45.0
56,56,49,71,33.0
57,57,49,63,52.0
58,58,53,75,16.0
59,59,54,66,67.0
60,60,56,70,22.0
61,61,56,69,170.0
62,62,56,71,25.0
63,63,56,71,16.0
64,64,58,69,39.0
65,65,58,75,69.0
66,66,59,69,55.0
67,67,59,76,58.0
68,68,60,71,46.0
69,69,60,79,14.0
70,70,60,72,65.0
71,71,61,76,33.0
72,72,61,82,14.0
73,73,61,75,41.0
74,74,64,79,27.0
75,75,64,72,24.0
76,76,65,81,36.0
77,77,65,80,43.0
78,78,65,73,53.0
79,79,70,86,45.0
80,80,71,88,41.0
81,81,71,90,49.0
82,82,71,87,53.0
83,83,73,89,49.0
84,84,75,90,23.0
85,85,75,91,25.0
86,86,78,89,36.0
87,87,78,89,97.0
88,88,79,88,30.0
89,89,80,89,50.0
90,90,81,95,27.0
91,91,81,93,37.0
92,92,82,96,29.0
93,93,82,96,32.0
94,94,82,98,23.0
95,95,83,96,25.0
96,96,83,99,36.0
97,97,88,104,28.0
98,98,89,100,26.0
99,99,90,104,94.0
100,100,90,105,19.0
101,101,90,107,57.0
102,102,91,110,17.0
103,103,92,100,55.0
104,104,92,112,15.0
105,105,93,106,30.0
106,106,93,107,42.0
107,107,94,110,68.0
108,108,94,112,28.0
109,109,95,107,32.0
110,110,95,109,18.0
111,111,96,111,34.0
112,112,97,111,113.0
113,113,98,109,15.0
114,114,98,110,65.0
115,115,101,114,24.0
116,116,101,112,36.0
117,117,102,116,34.0
118,118,104,117,41.0
119,119,104,118,31.0
120,120,105,121,42.0
121,121,107,119,78.0
122,122,108,125,33.0
123,123,109,124,26.0
124,124,109,124,19.0
125,125,109,122,14.0
126,126,110,127,53.0
127,127,110,125,28.0
128,128,110,125,47.0
129,129,112,126,66.0
130,130,115,133,19.0
131,131,116,124,26.0
132,132,117,127,78.0
133,133,118,128,62.0
134,134,118,130,13.0
135,135,119,134,24.0
136,136,121,136,42.0
137,137,122,137,23.0
138,138,123,141,25.0
139,139,126,141,21.0
140,140,127,139,16.0
141,141,127,142,26.0
142,142,128,137,25.0
143,143,130,145,19.0
144,144,130,146,21.0
145,145,131,146,61.0
146,146,133,151,28.0
147,147,134,145,61.0
148,148,134,148,30.0
149,149,136,151,35.0
150,150,136,150,25.0
151,151,137,155,20.0
152,152,139,152,58.0
153,153,139,147,37.0
154,154,142,154,21.0
155,155,142,163,40.0
156,156,144,154,61.0
157,157,147,158,57.0
158,158,147,158,27.0
159,159,148,161,76.0
160,160,150,162,23.0
161,161,150,174,30.0
162,162,151,169,24.0
163,163,153,161,21.0
164,164,154,165,45.0
165,165,156,175,98.0
166,166,157,168,52.0
167,167,159,174,26.0
168,168,160,176,58.0
169,169,161,172,18.0
170,170,169,177,37.0
171,182,177,181,53.0
