,req_id,order_time,desired_time,rental_length
0,0,1,16,33.0
1,1,1,16,97.0
2,2,1,8,37.0
3,3,2,16,24.0
4,4,4,16,20.0
5,5,6,21,36.0
6,6,8,19,14.0
7,7,9,25,20.0
8,8,9,22,82.0
9,9,9,28,73.0
10,10,13,23,35.0
11,11,13,26,30.0
12,12,14,24,39.0
13,13,15,34,123.0
14,14,17,35,46.0
15,15,18,30,59.0
16,16,20,35,34.0
17,17,20,37,39.0
18,18,21,35,52.0
19,19,22,36,40.0
20,20,23,35,15.0
21,21,25,35,72.0
22,22,26,44,28.0
23,23,27,45,109.0
24,24,28,43,53.0
25,25,28,41,39.0
26,26,30,43,47.0
27,27,30,46,36.0
28,28,31,49,30.0
29,29,34,52,42.0
30,30,34,50,59.0
31,31,36,51,30.0
32,32,39,49,28.0
33,33,39,50,32.0
34,34,39,57,61.0
35,35,39,54,78.0
36,36,40,47,45.0
37,37,43,53,50.0
38,38,43,58,27.0
39,39,44,50,58.0
40,40,46,57,50.0
41,41,47,61,26.0
42,42,50,66,16.0
43,43,50,65,21.0
44,44,52,64,27.0
45,45,52,68,67.0
46,46,53,65,82.0
47,47,54,66,30.0
48,48,54,70,31.0
49,49,56,71,43.0
50,50,56,73,38.0
51,51,56,71,60.0
52,52,56,70,29.0
53,53,57,67,61.0
54,54,57,70,33.0
55,55,57,69,58.0
56,56,60,72,33.0
57,57,61,81,28.0
58,58,64,77,99.0
59,59,65,83,64.0
60,60,66,81,15.0
61,61,68,85,30.0
62,62,68,82,69.0
63,63,69,84,21.0
64,64,70,84,55.0
65,65,71,82,53.0
66,66,73,89,27.0
67,67,73,85,37.0
68,68,76,84,13.0
69,69,76,91,92.0
70,70,76,87,32.0
71,71,77,96,56.0
72,72,83,103,51.0
73,73,83,102,74.0
74,74,83,96,30.0
75,75,84,91,42.0
76,76,84,103,50.0
77,77,86,99,58.0
78,78,87,107,67.0
79,79,90,110,30.0
80,80,90,107,27.0
81,81,90,102,75.0
82,82,91,104,14.0
83,83,94,111,83.0
84,84,95,107,32.0
85,85,96,107,38.0
86,86,97,111,27.0
87,87,97,116,37.0
88,88,97,113,71.0
89,89,98,112,55.0
90,90,100,110,48.0
91,91,100,115,39.0
92,92,101,123,18.0
93,93,101,112,25.0
94,94,102,116,32.0
95,95,102,120,47.0
96,96,103,119,39.0
97,97,104,120,62.0
98,98,107,123,48.0
99,99,110,123,39.0
100,100,113,125,118.0
101,101,114,131,46.0
102,102,115,132,30.0
103,103,115,133,96.0
104,104,116,134,69.0
105,105,117,131,94.0
106,106,118,132,36.0
107,107,118,135,61.0
108,108,120,135,18.0
109,109,122,138,56.0
110,110,123,140,35.0
111,111,125,143,19.0
112,112,125,138,63.0
113,113,125,138,15.0
114,114,126,136,15.0
115,115,126,141,45.0
116,116,126,134,50.0
117,117,128,142,61.0
118,118,128,142,55.0
119,119,129,141,79.0
120,120,129,144,53.0
121,121,129,137,35.0
122,122,130,138,36.0
123,123,132,149,33.0
124,124,134,147,44.0
125,125,135,145,22.0
126,126,135,149,45.0
127,127,135,151,36.0
128,128,140,151,43.0
129,129,141,156,43.0
130,130,142,152,11.0
131,131,143,152,24.0
132,132,145,159,36.0
133,133,146,160,37.0
134,134,146,161,43.0
135,135,147,163,44.0
136,136,148,169,81.0
137,137,148,162,44.0
138,138,149,161,32.0
139,139,149,166,17.0
140,140,150,162,19.0
141,141,151,164,49.0
142,142,152,162,64.0
143,143,153,161,82.0
144,144,154,174,25.0
145,145,157,174,32.0
146,146,158,174,43.0
147,147,159,172,105.0
148,148,162,173,40.0
149,149,163,174,82.0
150,150,163,175,41.0
151,151,164,178,67.0
152,152,166,182,63.0
153,153,167,182,41.0
154,154,167,179,23.0
155,163,173,180,35.0
