,req_id,order_time,desired_time,rental_length
0,0,1,14,12.0
1,1,4,17,23.0
2,2,5,19,23.0
3,3,6,20,21.0
4,4,7,16,27.0
5,5,8,19,24.0
6,6,9,23,45.0
7,7,10,26,26.0
8,8,11,27,19.0
9,9,12,28,64.0
10,10,13,27,33.0
11,11,14,34,60.0
12,12,16,29,48.0
13,13,16,30,125.0
14,14,18,34,49.0
15,15,18,35,34.0
16,16,18,31,42.0
17,17,19,36,42.0
18,18,19,32,54.0
19,19,22,38,37.0
20,20,22,29,31.0
21,21,25,33,29.0
22,22,26,45,104.0
23,23,28,38,39.0
24,24,30,45,20.0
25,25,31,43,22.0
26,26,32,43,32.0
27,27,35,48,77.0
28,28,36,55,78.0
29,29,37,51,59.0
30,30,38,57,30.0
31,31,40,56,67.0
32,32,40,54,66.0
33,33,41,55,23.0
34,34,41,52,28.0
35,35,42,48,63.0
36,36,43,56,27.0
37,37,43,57,22.0
38,38,45,63,48.0
39,39,45,60,24.0
40,40,45,62,30.0
41,41,46,65,27.0
42,42,46,65,28.0
43,43,47,64,61.0
44,44,48,58,77.0
45,45,49,62,98.0
46,46,49,60,24.0
47,47,50,68,25.0
48,48,50,67,53.0
49,49,50,63,31.0
50,50,51,65,21.0
51,51,54,71,27.0
52,52,55,72,79.0
53,53,55,66,122.0
54,54,56,72,15.0
55,55,59,76,37.0
56,56,61,70,80.0
57,57,63,73,39.0
58,58,63,76,40.0
59,59,63,74,74.0
60,60,64,82,48.0
61,61,64,80,27.0
62,62,64,80,17.0
63,63,66,82,23.0
64,64,67,80,14.0
65,65,68,80,65.0
66,66,69,84,34.0
67,67,72,85,56.0
68,68,72,91,45.0
69,69,73,88,67.0
70,70,74,87,37.0
71,71,75,92,58.0
72,72,76,89,39.0
73,73,77,88,49.0
74,74,77,93,39.0
75,75,78,92,49.0
76,76,79,91,25.0
77,77,83,99,54.0
78,78,83,104,41.0
79,79,84,96,49.0
80,80,85,102,50.0
81,81,89,105,39.0
82,82,89,99,76.0
83,83,90,107,132.0
84,84,91,105,39.0
85,85,92,102,28.0
86,86,93,107,26.0
87,87,93,105,74.0
88,88,93,104,52.0
89,89,95,105,95.0
90,90,97,108,42.0
91,91,100,113,18.0
92,92,100,115,13.0
93,93,100,110,32.0
94,94,102,118,30.0
95,95,103,113,41.0
96,96,103,114,23.0
97,97,104,120,14.0
98,98,105,123,22.0
99,99,106,127,46.0
100,100,106,121,14.0
101,101,108,122,23.0
102,102,108,118,36.0
103,103,108,122,53.0
104,104,109,120,46.0
105,105,109,123,60.0
106,106,111,126,56.0
107,107,111,128,16.0
108,108,111,123,10.0
109,109,112,134,62.0
110,110,114,137,40.0
111,111,114,131,57.0
112,112,115,131,40.0
113,113,115,131,53.0
114,114,116,134,53.0
115,115,116,136,72.0
116,116,116,133,44.0
117,117,118,133,20.0
118,118,119,128,64.0
119,119,119,134,90.0
120,120,120,133,120.0
121,121,120,131,64.0
122,122,122,140,61.0
123,123,123,140,55.0
124,124,126,140,95.0
125,125,127,141,30.0
126,126,131,145,29.0
127,127,132,144,35.0
128,128,133,146,21.0
129,129,135,148,77.0
130,130,137,144,16.0
131,131,138,156,46.0
132,132,140,148,27.0
133,133,141,154,23.0
134,134,142,152,37.0
135,135,143,154,44.0
136,136,143,162,28.0
137,137,143,156,48.0
138,138,146,162,30.0
139,139,147,157,83.0
140,140,148,160,31.0
141,141,150,168,47.0
142,142,150,168,33.0
143,143,151,163,67.0
144,144,151,171,30.0
145,145,152,167,25.0
146,146,152,166,30.0
147,147,156,169,92.0
148,148,157,170,26.0
149,149,157,177,26.0
150,150,160,176,63.0
151,151,163,177,74.0
152,152,164,173,31.0
153,153,165,177,28.0
154,157,175,182,36.0
