,req_id,order_time,desired_time,rental_length
0,0,0,14,30.0
1,1,2,14,39.0
2,2,2,15,17.0
3,3,2,16,21.0
4,4,2,12,60.0
5,5,3,13,44.0
6,6,3,20,19.0
7,7,3,16,31.0
8,8,4,15,14.0
9,9,4,21,32.0
10,10,8,26,89.0
11,11,9,26,31.0
12,12,12,28,57.0
13,13,12,22,75.0
14,14,13,31,21.0
15,15,13,28,27.0
16,16,15,33,86.0
17,17,16,30,34.0
18,18,20,27,13.0
19,19,21,44,29.0
20,20,21,31,34.0
21,21,23,39,37.0
22,22,24,37,29.0
23,23,24,35,43.0
24,24,28,39,30.0
25,25,30,45,73.0
26,26,31,43,47.0
27,27,31,46,53.0
28,28,36,55,41.0
29,29,36,47,27.0
30,30,36,46,61.0
31,31,39,52,35.0
32,32,39,55,82.0
33,33,40,59,67.0
34,34,41,52,34.0
35,35,41,55,37.0
36,36,52,64,18.0
37,37,53,64,25.0
38,38,54,66,22.0
39,39,55,72,153.0
40,40,56,66,37.0
41,41,56,74,26.0
42,42,56,73,45.0
43,43,58,73,27.0
44,44,59,71,27.0
45,45,60,71,26.0
46,46,61,80,72.0
47,47,62,71,48.0
48,48,62,76,45.0
49,49,64,77,101.0
50,50,65,76,42.0
51,51,65,85,37.0
52,52,67,78,54.0
53,53,70,86,42.0
54,54,71,89,46.0
55,55,73,88,30.0
56,56,73,84,27.0
57,57,73,90,48.0
58,58,75,86,28.0
59,59,75,95,28.0
60,60,76,86,37.0
61,61,79,94,27.0
62,62,79,94,50.0
63,63,80,94,66.0
64,64,82,93,33.0
65,65,83,95,13.0
66,66,84,100,43.0
67,67,84,104,12.0
68,68,84,103,92.0
69,69,85,101,72.0
70,70,85,97,43.0
71,71,88,104,42.0
72,72,88,100,20.0
73,73,89,101,22.0
74,74,90,106,19.0
75,75,90,106,27.0
76,76,92,104,57.0
77,77,94,105,21.0
78,78,94,104,65.0
79,79,95,109,55.0
80,80,95,112,104.0
81,81,96,108,31.0
82,82,98,113,32.0
83,83,98,109,45.0
84,84,100,112,31.0
85,85,101,117,82.0
86,86,102,116,60.0
87,87,103,121,14.0
88,88,103,120,14.0
89,89,105,117,44.0
90,90,105,113,65.0
91,91,106,121,41.0
92,92,108,126,24.0
93,93,110,127,28.0
94,94,110,117,47.0
95,95,112,123,19.0
96,96,115,126,64.0
97,97,116,128,74.0
98,98,116,128,47.0
99,99,117,127,56.0
100,100,117,130,35.0
101,101,117,135,35.0
102,102,119,129,31.0
103,103,120,136,53.0
104,104,120,129,37.0
105,105,122,131,37.0
106,106,122,135,22.0
107,107,124,144,37.0
108,108,125,136,20.0
109,109,128,147,57.0
110,110,128,137,67.0
111,111,130,148,48.0
112,112,132,146,27.0
113,113,134,151,23.0
114,114,135,149,30.0
115,115,138,150,49.0
116,116,140,157,38.0
117,117,140,153,44.0
118,118,140,156,33.0
119,119,142,162,71.0
120,120,142,161,39.0
121,121,143,157,45.0
122,122,143,155,55.0
123,123,144,161,30.0
124,124,148,157,64.0
125,125,149,167,62.0
126,126,149,163,26.0
127,127,151,158,26.0
128,128,153,167,59.0
129,129,153,167,15.0
130,130,154,165,45.0
131,131,155,170,29.0
132,132,157,162,83.0
133,133,159,171,31.0
134,134,160,174,25.0
135,135,160,171,33.0
136,136,160,172,18.0
137,137,160,173,12.0
138,138,161,170,43.0
139,139,162,173,52.0
140,140,164,173,49.0
141,141,165,182,105.0
142,142,165,179,25.0
143,143,168,180,26.0
144,145,171,182,41.0
