,req_id,order_time,desired_time,rental_length
0,0,1,21,23.0
1,1,1,15,20.0
2,2,1,15,52.0
3,3,2,19,73.0
4,4,2,13,51.0
5,5,2,17,25.0
6,6,4,21,32.0
7,7,5,11,39.0
8,8,6,24,27.0
9,9,9,21,18.0
10,10,10,23,19.0
11,11,11,27,14.0
12,12,12,29,85.0
13,13,12,22,33.0
14,14,13,32,24.0
15,15,13,28,57.0
16,16,14,22,48.0
17,17,14,27,42.0
18,18,15,35,37.0
19,19,15,27,23.0
20,20,15,28,34.0
21,21,15,30,18.0
22,22,17,28,71.0
23,23,17,32,30.0
24,24,18,37,109.0
25,25,18,34,104.0
26,26,18,33,35.0
27,27,18,40,20.0
28,28,19,35,40.0
29,29,19,35,93.0
30,30,21,37,33.0
31,31,22,41,29.0
32,32,22,34,64.0
33,33,22,36,26.0
34,34,24,38,65.0
35,35,25,37,41.0
36,36,26,45,15.0
37,37,26,39,42.0
38,38,31,43,32.0
39,39,32,48,18.0
40,40,33,44,33.0
41,41,34,53,47.0
42,42,36,44,50.0
43,43,36,54,67.0
44,44,37,52,50.0
45,45,40,54,93.0
46,46,42,59,43.0
47,47,42,60,18.0
48,48,43,60,29.0
49,49,44,61,32.0
50,50,45,61,70.0
51,51,46,62,83.0
52,52,47,56,33.0
53,53,47,54,18.0
54,54,48,58,53.0
55,55,50,62,54.0
56,56,51,71,45.0
57,57,51,63,41.0
58,58,52,62,18.0
59,59,53,69,25.0
60,60,53,67,30.0
61,61,55,67,29.0
62,62,55,68,42.0
63,63,55,67,101.0
64,64,56,72,26.0
65,65,56,70,49.0
66,66,57,72,35.0
67,67,57,69,81.0
68,68,58,71,41.0
69,69,58,71,28.0
70,70,59,70,32.0
71,71,59,70,51.0
72,72,63,70,48.0
73,73,64,73,134.0
74,74,64,78,54.0
75,75,65,75,38.0
76,76,66,81,28.0
77,77,66,77,14.0
78,78,66,75,18.0
79,79,66,79,41.0
80,80,67,82,82.0
81,81,67,85,54.0
82,82,71,89,15.0
83,83,75,90,26.0
84,84,75,89,29.0
85,85,76,89,32.0
86,86,77,92,30.0
87,87,78,89,14.0
88,88,78,95,58.0
89,89,79,93,53.0
90,90,79,100,66.0
91,91,79,89,25.0
92,92,81,92,55.0
93,93,81,91,29.0
94,94,81,97,21.0
95,95,81,96,23.0
96,96,82,91,46.0
97,97,84,99,39.0
98,98,85,97,44.0
99,99,86,99,25.0
100,100,86,100,35.0
101,101,88,100,25.0
102,102,89,104,48.0
103,103,90,108,52.0
104,104,91,101,37.0
105,105,92,111,52.0
106,106,92,106,61.0
107,107,93,107,23.0
108,108,96,112,49.0
109,109,96,111,27.0
110,110,99,110,48.0
111,111,100,115,36.0
112,112,101,114,20.0
113,113,101,116,46.0
114,114,103,117,30.0
115,115,103,117,34.0
116,116,105,120,27.0
117,117,106,125,75.0
118,118,106,118,52.0
119,119,107,126,21.0
120,120,107,114,18.0
121,121,108,122,37.0
122,122,109,123,21.0
123,123,109,125,21.0
124,124,109,120,62.0
125,125,109,129,26.0
126,126,110,127,60.0
127,127,113,130,50.0
128,128,113,130,26.0
129,129,114,129,32.0
130,130,115,122,48.0
131,131,115,132,64.0
132,132,116,133,51.0
133,133,116,131,41.0
134,134,117,136,32.0
135,135,117,129,26.0
136,136,118,128,32.0
137,137,119,134,27.0
138,138,120,137,44.0
139,139,120,132,42.0
140,140,120,130,46.0
141,141,121,135,38.0
142,142,122,134,70.0
143,143,122,140,62.0
144,144,122,138,55.0
145,145,123,137,84.0
146,146,124,141,48.0
147,147,125,141,47.0
148,148,126,137,48.0
149,149,129,139,33.0
150,150,130,139,28.0
151,151,131,144,19.0
152,152,132,147,28.0
153,153,133,145,59.0
154,154,134,155,50.0
155,155,135,146,63.0
156,156,136,147,41.0
157,157,136,154,38.0
158,158,137,150,59.0
159,159,137,153,33.0
160,160,138,148,24.0
161,161,139,153,47.0
162,162,139,154,45.0
163,163,141,157,17.0
164,164,141,161,24.0
165,165,142,157,34.0
166,166,145,161,44.0
167,167,147,160,26.0
168,168,148,159,30.0
169,169,148,160,16.0
170,170,150,165,53.0
171,171,150,165,23.0
172,172,152,168,57.0
173,173,153,166,58.0
174,174,155,162,56.0
175,175,155,169,38.0
176,176,160,172,25.0
177,177,161,179,104.0
178,178,161,178,33.0
179,179,162,174,60.0
180,180,163,173,45.0
181,181,164,178,37.0
182,182,166,173,38.0
183,184,168,181,59.0
184,185,168,180,29.0
