,req_id,order_time,desired_time,rental_length
0,0,0,17,21.0
1,1,1,20,34.0
2,2,4,21,53.0
3,3,4,22,19.0
4,4,5,21,24.0
5,5,6,17,49.0
6,6,6,16,33.0
7,7,6,23,26.0
8,8,6,16,29.0
9,9,7,28,40.0
10,10,8,25,16.0
11,11,8,20,14.0
12,12,11,23,14.0
13,13,12,25,23.0
14,14,13,25,50.0
15,15,14,35,81.0
16,16,15,24,85.0
17,17,16,29,37.0
18,18,16,25,63.0
19,19,16,27,55.0
20,20,26,38,67.0
21,21,26,36,52.0
22,22,26,40,23.0
23,23,26,38,30.0
24,24,27,47,16.0
25,25,27,39,42.0
26,26,28,43,66.0
27,27,28,41,37.0
28,28,29,51,38.0
29,29,29,46,40.0
30,30,31,45,21.0
31,31,32,41,38.0
32,32,33,47,41.0
33,33,33,47,24.0
34,34,35,48,30.0
35,35,36,48,32.0
36,36,37,54,40.0
37,37,37,50,33.0
38,38,38,48,35.0
39,39,39,59,21.0
40,40,40,53,37.0
41,41,40,58,53.0
42,42,41,51,48.0
43,43,41,57,40.0
44,44,43,58,21.0
45,45,43,52,46.0
46,46,43,59,17.0
47,47,43,51,57.0
48,48,45,60,41.0
49,49,45,54,23.0
50,50,45,61,35.0
51,51,47,58,36.0
52,52,48,64,20.0
53,53,49,58,52.0
54,54,49,59,21.0
55,55,52,63,25.0
56,56,53,71,46.0
57,57,54,71,77.0
58,58,54,68,39.0
59,59,54,73,27.0
60,60,56,69,21.0
61,61,57,71,40.0
62,62,57,78,44.0
63,63,58,71,23.0
64,64,59,71,42.0
65,65,60,72,28.0
66,66,60,75,42.0
67,67,63,77,41.0
68,68,65,73,30.0
69,69,66,83,88.0
70,70,67,78,63.0
71,71,68,80,35.0
72,72,68,77,118.0
73,73,68,82,72.0
74,74,73,88,25.0
75,75,74,91,53.0
76,76,75,87,27.0
77,77,76,90,41.0
78,78,77,95,56.0
79,79,83,101,29.0
80,80,84,101,20.0
81,81,84,99,57.0
82,82,85,101,44.0
83,83,86,97,18.0
84,84,86,104,64.0
85,85,86,98,42.0
86,86,87,98,35.0
87,87,87,100,41.0
88,88,88,101,75.0
89,89,90,102,76.0
90,90,91,102,127.0
91,91,91,105,32.0
92,92,91,104,40.0
93,93,94,106,29.0
94,94,95,108,43.0
95,95,97,115,35.0
96,96,98,110,28.0
97,97,99,115,65.0
98,98,101,118,47.0
99,99,102,113,34.0
100,100,102,116,20.0
101,101,102,116,60.0
102,102,102,113,37.0
103,103,103,115,66.0
104,104,104,110,31.0
105,105,104,121,71.0
106,106,105,123,31.0
107,107,105,122,56.0
108,108,105,117,24.0
109,109,106,121,29.0
110,110,108,120,97.0
111,111,109,115,27.0
112,112,111,129,28.0
113,113,111,122,97.0
114,114,115,129,24.0
115,115,115,126,24.0
116,116,115,132,20.0
117,117,115,130,22.0
118,118,116,132,33.0
119,119,116,131,49.0
120,120,117,132,57.0
121,121,117,131,35.0
122,122,118,135,107.0
123,123,119,134,31.0
124,124,119,130,39.0
125,125,122,134,122.0
126,126,123,138,70.0
127,127,123,134,77.0
128,128,124,133,24.0
129,129,124,133,45.0
130,130,125,139,33.0
131,131,126,139,47.0
132,132,126,144,128.0
133,133,128,141,26.0
134,134,129,140,28.0
135,135,132,145,25.0
136,136,133,148,24.0
137,137,133,148,36.0
138,138,134,146,28.0
139,139,134,148,25.0
140,140,135,147,32.0
141,141,137,153,26.0
142,142,139,158,24.0
143,143,139,152,40.0
144,144,140,151,53.0
145,145,140,155,23.0
146,146,141,149,27.0
147,147,141,153,56.0
148,148,141,156,53.0
149,149,141,157,49.0
150,150,144,158,22.0
151,151,144,158,65.0
152,152,144,160,16.0
153,153,145,157,18.0
154,154,147,167,20.0
155,155,150,165,41.0
156,156,151,168,20.0
157,157,155,169,53.0
158,158,155,166,48.0
159,159,156,177,49.0
160,160,156,165,14.0
161,161,159,172,41.0
162,162,159,170,39.0
163,163,160,171,13.0
164,164,160,175,57.0
165,165,162,174,49.0
166,166,165,177,17.0
167,167,166,180,18.0
168,168,169,182,32.0
