,req_id,order_time,desired_time,rental_length
0,0,1,13,22.0
1,1,4,25,68.0
2,2,4,16,30.0
3,3,5,15,53.0
4,4,6,20,29.0
5,5,7,21,45.0
6,6,8,26,26.0
7,7,8,24,64.0
8,8,9,19,27.0
9,9,9,21,113.0
10,10,9,23,54.0
11,11,10,26,18.0
12,12,10,27,14.0
13,13,10,28,38.0
14,14,14,24,39.0
15,15,14,31,60.0
16,16,15,31,35.0
17,17,17,29,40.0
18,18,17,33,50.0
19,19,18,34,28.0
20,20,20,35,21.0
21,21,21,39,37.0
22,22,21,34,21.0
23,23,21,34,57.0
24,24,22,38,151.0
25,25,22,32,58.0
26,26,23,39,16.0
27,27,23,36,44.0
28,28,24,39,39.0
29,29,24,36,26.0
30,30,25,37,41.0
31,31,26,38,57.0
32,32,30,37,79.0
33,33,30,42,38.0
34,34,32,45,61.0
35,35,33,43,39.0
36,36,34,42,34.0
37,37,36,53,79.0
38,38,37,50,26.0
39,39,38,44,33.0
40,40,41,59,18.0
41,41,42,55,66.0
42,42,42,55,47.0
43,43,44,65,66.0
44,44,44,56,42.0
45,45,44,61,56.0
46,46,48,62,22.0
47,47,48,62,53.0
48,48,49,60,26.0
49,49,49,62,31.0
50,50,49,65,90.0
51,51,49,64,56.0
52,52,49,67,48.0
53,53,50,58,27.0
54,54,51,62,143.0
55,55,54,67,36.0
56,56,54,77,41.0
57,57,55,62,28.0
58,58,56,64,59.0
59,59,58,73,46.0
60,60,60,77,58.0
61,61,60,75,41.0
62,62,62,76,43.0
63,63,62,73,69.0
64,64,65,79,44.0
65,65,67,79,19.0
66,66,67,84,25.0
67,67,69,85,37.0
68,68,70,86,58.0
69,69,70,84,21.0
70,70,71,87,63.0
71,71,71,87,57.0
72,72,72,83,58.0
73,73,72,85,134.0
74,74,72,87,37.0
75,75,74,89,48.0
76,76,77,91,59.0
77,77,77,91,32.0
78,78,81,95,23.0
79,79,82,92,60.0
80,80,84,96,31.0
81,81,86,103,18.0
82,82,86,97,24.0
83,83,87,101,24.0
84,84,88,101,78.0
85,85,88,105,22.0
86,86,89,99,29.0
87,87,89,97,40.0
88,88,91,108,32.0
89,89,91,106,97.0
90,90,92,109,120.0
91,91,94,110,34.0
92,92,94,109,28.0
93,93,96,111,53.0
94,94,97,108,44.0
95,95,98,111,80.0
96,96,100,112,17.0
97,97,100,115,34.0
98,98,101,121,64.0
99,99,102,116,50.0
100,100,102,114,34.0
101,101,102,122,56.0
102,102,108,123,71.0
103,103,109,124,19.0
104,104,110,125,31.0
105,105,110,124,62.0
106,106,111,125,37.0
107,107,111,123,49.0
108,108,111,117,60.0
109,109,112,125,75.0
110,110,112,124,31.0
111,111,114,127,19.0
112,112,114,128,53.0
113,113,114,122,29.0
114,114,114,128,80.0
115,115,115,130,41.0
116,116,115,130,45.0
117,117,118,129,49.0
118,118,119,132,20.0
119,119,120,130,40.0
120,120,121,133,46.0
121,121,121,131,79.0
122,122,123,137,40.0
123,123,131,142,46.0
124,124,132,146,16.0
125,125,133,146,30.0
126,126,134,146,19.0
127,127,135,149,58.0
128,128,136,150,29.0
129,129,137,150,45.0
130,130,137,146,29.0
131,131,138,149,24.0
132,132,138,153,35.0
133,133,143,159,49.0
134,134,145,158,43.0
135,135,146,155,60.0
136,136,147,158,20.0
137,137,148,169,42.0
138,138,150,161,35.0
139,139,150,165,37.0
140,140,150,171,93.0
141,141,151,164,34.0
142,142,152,158,61.0
143,143,152,167,41.0
144,144,155,169,57.0
145,145,156,169,48.0
146,146,157,168,37.0
147,147,157,174,44.0
148,148,158,168,32.0
149,149,160,173,67.0
150,150,162,177,43.0
151,152,163,176,30.0
152,153,164,176,90.0
153,154,165,182,30.0
154,155,166,181,26.0
155,158,170,181,28.0
