,req_id,order_time,desired_time,rental_length
0,0,0,20,44.0
1,1,1,15,34.0
2,2,2,10,29.0
3,3,3,22,29.0
4,4,3,20,27.0
5,5,4,14,31.0
6,6,6,16,72.0
7,7,6,19,36.0
8,8,8,23,33.0
9,9,8,16,23.0
10,10,8,27,15.0
11,11,9,19,45.0
12,12,9,21,62.0
13,13,10,18,7.0
14,14,10,23,33.0
15,15,11,23,33.0
16,16,12,28,35.0
17,17,12,26,20.0
18,18,13,30,77.0
19,19,13,28,52.0
20,20,16,28,66.0
21,21,18,35,46.0
22,22,20,34,49.0
23,23,21,31,135.0
24,24,21,41,19.0
25,25,21,34,112.0
26,26,22,36,23.0
27,27,23,42,38.0
28,28,25,39,51.0
29,29,25,38,64.0
30,30,25,38,31.0
31,31,27,40,25.0
32,32,28,44,25.0
33,33,28,43,27.0
34,34,31,43,14.0
35,35,32,42,55.0
36,36,32,48,18.0
37,37,36,47,13.0
38,38,36,48,21.0
39,39,37,59,61.0
40,40,43,55,42.0
41,41,44,58,88.0
42,42,45,64,49.0
43,43,45,59,40.0
44,44,45,59,52.0
45,45,45,64,68.0
46,46,46,59,33.0
47,47,46,64,21.0
48,48,47,58,66.0
49,49,50,59,67.0
50,50,50,63,80.0
51,51,51,76,65.0
52,52,51,61,32.0
53,53,52,63,29.0
54,54,52,62,59.0
55,55,52,69,76.0
56,56,52,70,36.0
57,57,53,71,42.0
58,58,54,69,20.0
59,59,54,67,49.0
60,60,55,65,21.0
61,61,56,74,24.0
62,62,56,69,34.0
63,63,56,74,29.0
64,64,57,70,75.0
65,65,58,66,55.0
66,66,59,73,20.0
67,67,60,72,31.0
68,68,63,73,43.0
69,69,64,77,26.0
70,70,64,75,50.0
71,71,64,81,80.0
72,72,64,78,29.0
73,73,64,77,16.0
74,74,65,75,27.0
75,75,66,75,29.0
76,76,66,81,20.0
77,77,68,85,46.0
78,78,69,80,68.0
79,79,69,81,72.0
80,80,70,82,28.0
81,81,70,85,85.0
82,82,72,91,113.0
83,83,74,88,31.0
84,84,74,91,54.0
85,85,74,89,44.0
86,86,75,87,16.0
87,87,76,89,54.0
88,88,78,91,34.0
89,89,80,90,93.0
90,90,80,92,40.0
91,91,82,98,20.0
92,92,84,99,21.0
93,93,84,97,25.0
94,94,85,97,12.0
95,95,86,100,23.0
96,96,87,98,65.0
97,97,88,97,50.0
98,98,88,97,33.0
99,99,89,99,43.0
100,100,90,109,41.0
101,101,91,99,38.0
102,102,92,110,103.0
103,103,93,106,22.0
104,104,93,102,28.0
105,105,94,108,21.0
106,106,94,105,30.0
107,107,95,108,11.0
108,108,95,102,21.0
109,109,95,108,81.0
110,110,97,112,78.0
111,111,98,116,82.0
112,112,98,108,30.0
113,113,99,114,56.0
114,114,101,117,29.0
115,115,107,126,33.0
116,116,107,125,67.0
117,117,110,126,33.0
118,118,111,127,41.0
119,119,114,131,42.0
120,120,115,127,16.0
121,121,116,128,51.0
122,122,116,134,51.0
123,123,117,129,61.0
124,124,117,133,55.0
125,125,118,135,65.0
126,126,118,130,35.0
127,127,119,135,43.0
128,128,119,132,110.0
129,129,120,131,32.0
130,130,120,135,86.0
131,131,122,136,35.0
132,132,123,135,45.0
133,133,124,138,34.0
134,134,127,145,56.0
135,135,130,143,33.0
136,136,132,146,31.0
137,137,134,156,43.0
138,138,134,151,138.0
139,139,134,145,85.0
140,140,135,149,25.0
141,141,135,156,49.0
142,142,135,150,35.0
143,143,137,149,39.0
144,144,138,147,48.0
145,145,138,153,36.0
146,146,140,157,43.0
147,147,140,151,45.0
148,148,141,153,37.0
149,149,143,153,51.0
150,150,144,154,56.0
151,151,144,157,21.0
152,152,144,153,80.0
153,153,146,168,13.0
154,154,147,158,29.0
155,155,148,159,41.0
156,156,148,162,71.0
157,157,148,162,24.0
158,158,149,165,26.0
159,159,149,161,17.0
160,160,150,163,19.0
161,161,152,166,38.0
162,162,152,168,54.0
163,163,153,160,65.0
164,164,153,167,49.0
165,165,153,173,26.0
166,166,154,166,70.0
167,167,154,165,106.0
168,168,157,172,43.0
169,169,157,170,72.0
170,170,158,174,65.0
171,171,159,172,19.0
172,172,160,177,62.0
173,173,160,179,44.0
174,174,161,172,43.0
175,175,162,173,67.0
176,176,163,171,31.0
177,177,165,180,30.0
178,178,167,178,35.0
179,179,169,180,51.0
180,181,171,178,45.0
181,184,174,178,47.0
