,req_id,order_time,desired_time,rental_length
0,0,3,12,62.0
1,1,3,16,24.0
2,2,4,17,38.0
3,3,4,15,30.0
4,4,4,18,53.0
5,5,5,19,57.0
6,6,5,17,54.0
7,7,8,24,28.0
8,8,9,20,20.0
9,9,10,21,37.0
10,10,10,23,56.0
11,11,11,24,51.0
12,12,12,23,25.0
13,13,14,33,26.0
14,14,15,32,40.0
15,15,16,26,21.0
16,16,17,30,16.0
17,17,18,30,21.0
18,18,18,32,16.0
19,19,22,34,32.0
20,20,22,36,37.0
21,21,22,41,35.0
22,22,24,37,31.0
23,23,24,39,16.0
24,24,24,39,76.0
25,25,26,42,73.0
26,26,27,36,33.0
27,27,27,43,15.0
28,28,28,47,37.0
29,29,29,44,41.0
30,30,30,42,56.0
31,31,31,46,48.0
32,32,32,48,38.0
33,33,33,48,123.0
34,34,34,45,28.0
35,35,34,54,87.0
36,36,34,54,23.0
37,37,35,48,61.0
38,38,36,51,39.0
39,39,37,46,56.0
40,40,38,60,31.0
41,41,39,56,17.0
42,42,39,54,13.0
43,43,40,56,34.0
44,44,41,52,41.0
45,45,41,53,37.0
46,46,42,54,31.0
47,47,42,57,49.0
48,48,44,54,59.0
49,49,44,62,15.0
50,50,45,59,37.0
51,51,46,59,19.0
52,52,47,57,101.0
53,53,47,62,54.0
54,54,48,65,44.0
55,55,55,70,25.0
56,56,57,69,34.0
57,57,57,74,46.0
58,58,58,69,30.0
59,59,58,75,14.0
60,60,58,73,40.0
61,61,59,71,49.0
62,62,62,76,20.0
63,63,63,78,18.0
64,64,63,75,31.0
65,65,65,82,28.0
66,66,65,78,20.0
67,67,65,83,28.0
68,68,65,82,18.0
69,69,66,76,45.0
70,70,66,81,53.0
71,71,68,80,40.0
72,72,69,85,31.0
73,73,70,84,19.0
74,74,70,84,20.0
75,75,71,89,83.0
76,76,73,82,26.0
77,77,74,88,20.0
78,78,75,87,46.0
79,79,76,84,32.0
80,80,78,94,26.0
81,81,79,93,87.0
82,82,80,98,41.0
83,83,80,95,98.0
84,84,80,93,12.0
85,85,81,102,47.0
86,86,82,92,45.0
87,87,82,91,37.0
88,88,82,98,50.0
89,89,83,96,48.0
90,90,83,96,38.0
91,91,83,101,22.0
92,92,86,98,26.0
93,93,86,104,33.0
94,94,87,102,26.0
95,95,88,100,35.0
96,96,88,97,54.0
97,97,89,101,28.0
98,98,91,111,67.0
99,99,91,104,64.0
100,100,94,105,35.0
101,101,95,107,42.0
102,102,95,113,14.0
103,103,96,107,63.0
104,104,96,112,16.0
105,105,97,107,33.0
106,106,97,117,84.0
107,107,97,111,51.0
108,108,102,111,73.0
109,109,103,122,39.0
110,110,104,117,43.0
111,111,107,123,24.0
112,112,107,121,121.0
113,113,108,118,36.0
114,114,108,118,42.0
115,115,108,119,36.0
116,116,110,121,9.0
117,117,111,120,14.0
118,118,112,121,34.0
119,119,114,133,12.0
120,120,115,125,28.0
121,121,116,130,37.0
122,122,118,128,22.0
123,123,118,129,19.0
124,124,118,134,53.0
125,125,122,141,40.0
126,126,122,136,32.0
127,127,122,128,61.0
128,128,122,147,43.0
129,129,124,133,24.0
130,130,125,138,117.0
131,131,126,140,54.0
132,132,126,144,49.0
133,133,127,144,42.0
134,134,128,143,129.0
135,135,128,141,23.0
136,136,129,146,26.0
137,137,130,148,26.0
138,138,131,149,17.0
139,139,131,147,40.0
140,140,132,142,36.0
141,141,133,145,32.0
142,142,137,151,25.0
143,143,138,152,60.0
144,144,138,155,46.0
145,145,141,153,55.0
146,146,146,161,55.0
147,147,147,160,44.0
148,148,150,166,32.0
149,149,152,163,28.0
150,150,156,170,56.0
151,151,156,166,34.0
152,152,157,168,23.0
153,153,157,176,35.0
154,154,159,171,36.0
155,155,161,179,30.0
156,156,161,175,16.0
157,157,161,169,39.0
158,158,161,178,25.0
159,159,163,172,33.0
160,161,167,174,85.0
161,162,167,182,37.0
162,163,168,179,20.0
163,164,168,181,27.0
