,req_id,order_time,desired_time,rental_length
0,0,1,13,14.0
1,1,1,12,24.0
2,2,2,21,45.0
3,3,2,12,31.0
4,4,3,17,25.0
5,5,5,13,11.0
6,6,5,19,24.0
7,7,8,20,47.0
8,8,10,20,35.0
9,9,11,22,31.0
10,10,14,26,41.0
11,11,14,22,39.0
12,12,15,29,45.0
13,13,16,27,35.0
14,14,19,38,28.0
15,15,20,35,58.0
16,16,21,39,32.0
17,17,24,36,72.0
18,18,25,36,14.0
19,19,25,42,17.0
20,20,27,39,60.0
21,21,28,42,26.0
22,22,29,43,20.0
23,23,29,40,51.0
24,24,30,41,41.0
25,25,31,40,45.0
26,26,32,42,14.0
27,27,32,48,43.0
28,28,34,51,38.0
29,29,35,49,19.0
30,30,36,51,35.0
31,31,37,48,60.0
32,32,37,50,28.0
33,33,38,51,37.0
34,34,40,53,21.0
35,35,42,62,54.0
36,36,42,57,106.0
37,37,45,58,39.0
38,38,47,60,27.0
39,39,50,63,59.0
40,40,51,71,78.0
41,41,51,67,36.0
42,42,51,61,17.0
43,43,52,62,32.0
44,44,52,62,63.0
45,45,52,66,56.0
46,46,54,67,16.0
47,47,56,75,25.0
48,48,58,77,56.0
49,49,59,74,13.0
50,50,60,77,45.0
51,51,61,79,32.0
52,52,66,80,71.0
53,53,67,85,33.0
54,54,67,77,35.0
55,55,68,80,60.0
56,56,70,89,45.0
57,57,71,84,10.0
58,58,72,83,110.0
59,59,73,88,50.0
60,60,73,83,65.0
61,61,74,89,46.0
62,62,74,84,32.0
63,63,74,92,26.0
64,64,75,90,20.0
65,65,76,90,19.0
66,66,77,93,19.0
67,67,77,90,79.0
68,68,77,95,32.0
69,69,78,89,57.0
70,70,80,102,88.0
71,71,81,92,29.0
72,72,82,90,47.0
73,73,83,101,40.0
74,74,83,99,49.0
75,75,84,96,79.0
76,76,85,100,62.0
77,77,88,94,19.0
78,78,91,110,26.0
79,79,92,104,15.0
80,80,93,107,120.0
81,81,94,109,29.0
82,82,94,105,47.0
83,83,95,107,49.0
84,84,96,112,55.0
85,85,100,113,21.0
86,86,101,113,23.0
87,87,102,119,22.0
88,88,103,119,24.0
89,89,103,117,70.0
90,90,105,114,56.0
91,91,107,122,20.0
92,92,108,122,25.0
93,93,108,124,21.0
94,94,109,126,32.0
95,95,110,124,96.0
96,96,110,127,13.0
97,97,110,120,11.0
98,98,110,125,66.0
99,99,111,126,59.0
100,100,112,123,16.0
101,101,112,124,58.0
102,102,112,128,17.0
103,103,112,122,29.0
104,104,113,124,17.0
105,105,114,124,81.0
106,106,115,131,22.0
107,107,117,128,38.0
108,108,119,133,56.0
109,109,121,131,22.0
110,110,122,141,30.0
111,111,124,138,57.0
112,112,124,138,48.0
113,113,125,135,12.0
114,114,125,140,57.0
115,115,125,141,27.0
116,116,126,141,39.0
117,117,126,138,35.0
118,118,126,145,27.0
119,119,127,137,32.0
120,120,128,141,36.0
121,121,130,146,52.0
122,122,130,143,13.0
123,123,131,143,82.0
124,124,132,144,28.0
125,125,132,146,54.0
126,126,132,148,23.0
127,127,134,148,33.0
128,128,135,151,80.0
129,129,136,147,19.0
130,130,139,151,30.0
131,131,141,159,23.0
132,132,143,157,39.0
133,133,143,156,43.0
134,134,146,163,49.0
135,135,147,156,49.0
136,136,147,165,29.0
137,137,148,162,58.0
138,138,149,165,39.0
139,139,149,161,90.0
140,140,149,157,34.0
141,141,151,159,31.0
142,142,151,163,33.0
143,143,153,171,40.0
144,144,153,173,42.0
145,145,154,165,49.0
146,146,155,166,12.0
147,147,155,171,30.0
148,148,162,179,16.0
149,149,164,172,20.0
150,150,164,179,72.0
151,151,166,182,77.0
152,152,167,182,41.0
153,154,168,179,46.0
