,req_id,order_time,desired_time,rental_length
0,0,1,19,33.0
1,1,1,21,62.0
2,2,1,12,48.0
3,3,1,17,55.0
4,4,4,17,39.0
5,5,5,19,38.0
6,6,6,21,20.0
7,7,6,25,24.0
8,8,7,24,24.0
9,9,8,28,19.0
10,10,10,25,40.0
11,11,10,19,25.0
12,12,10,28,41.0
13,13,10,23,27.0
14,14,11,26,35.0
15,15,14,32,47.0
16,16,16,30,18.0
17,17,16,33,86.0
18,18,18,41,112.0
19,19,19,43,49.0
20,20,19,31,37.0
21,21,19,31,76.0
22,22,20,31,24.0
23,23,22,36,29.0
24,24,22,40,59.0
25,25,23,36,65.0
26,26,23,34,57.0
27,27,23,37,39.0
28,28,24,43,24.0
29,29,25,35,22.0
30,30,25,38,23.0
31,31,26,39,19.0
32,32,27,39,26.0
33,33,30,39,46.0
34,34,30,41,75.0
35,35,31,50,62.0
36,36,32,44,31.0
37,37,32,39,28.0
38,38,34,47,31.0
39,39,35,50,39.0
40,40,35,48,39.0
41,41,36,56,32.0
42,42,37,48,18.0
43,43,38,58,59.0
44,44,39,53,57.0
45,45,40,57,14.0
46,46,42,57,23.0
47,47,42,53,33.0
48,48,42,50,90.0
49,49,44,63,70.0
50,50,45,63,56.0
51,51,45,61,60.0
52,52,46,60,30.0
53,53,46,59,43.0
54,54,46,63,91.0
55,55,47,61,46.0
56,56,47,60,24.0
57,57,48,61,23.0
58,58,48,67,24.0
59,59,49,64,15.0
60,60,50,61,29.0
61,61,53,69,30.0
62,62,53,66,16.0
63,63,54,71,37.0
64,64,54,67,63.0
65,65,55,66,19.0
66,66,56,70,53.0
67,67,57,68,37.0
68,68,58,69,31.0
69,69,60,72,121.0
70,70,61,76,90.0
71,71,61,75,34.0
72,72,61,80,20.0
73,73,61,76,43.0
74,74,62,72,22.0
75,75,62,79,32.0
76,76,63,74,54.0
77,77,63,72,65.0
78,78,65,78,35.0
79,79,65,81,37.0
80,80,68,80,52.0
81,81,69,81,43.0
82,82,70,90,40.0
83,83,72,93,41.0
84,84,73,88,47.0
85,85,75,91,47.0
86,86,75,95,67.0
87,87,76,93,40.0
88,88,78,89,35.0
89,89,80,92,44.0
90,90,81,93,36.0
91,91,81,102,20.0
92,92,84,99,25.0
93,93,86,104,20.0
94,94,86,93,63.0
95,95,87,103,91.0
96,96,87,93,43.0
97,97,88,97,17.0
98,98,88,94,35.0
99,99,89,100,37.0
100,100,89,102,49.0
101,101,90,110,32.0
102,102,91,109,71.0
103,103,92,107,21.0
104,104,93,110,14.0
105,105,93,101,22.0
106,106,94,110,64.0
107,107,95,105,39.0
108,108,96,107,24.0
109,109,96,115,46.0
110,110,97,109,38.0
111,111,99,116,60.0
112,112,99,113,39.0
113,113,100,116,27.0
114,114,100,116,56.0
115,115,102,116,26.0
116,116,103,119,23.0
117,117,104,116,30.0
118,118,106,118,60.0
119,119,106,123,61.0
120,120,106,115,34.0
121,121,111,123,58.0
122,122,112,123,26.0
123,123,113,124,31.0
124,124,113,128,45.0
125,125,114,124,79.0
126,126,114,127,45.0
127,127,114,129,35.0
128,128,115,127,47.0
129,129,116,128,26.0
130,130,116,131,21.0
131,131,116,133,37.0
132,132,117,130,66.0
133,133,118,127,47.0
134,134,118,136,19.0
135,135,118,136,43.0
136,136,119,132,60.0
137,137,120,135,26.0
138,138,120,134,41.0
139,139,125,141,42.0
140,140,127,137,35.0
141,141,127,137,45.0
142,142,128,148,25.0
143,143,128,146,19.0
144,144,128,139,23.0
145,145,130,141,38.0
146,146,132,145,50.0
147,147,132,142,56.0
148,148,133,151,41.0
149,149,133,151,27.0
150,150,134,143,74.0
151,151,135,154,25.0
152,152,136,154,17.0
153,153,136,153,44.0
154,154,137,152,27.0
155,155,137,147,41.0
156,156,137,150,58.0
157,157,138,157,15.0
158,158,140,152,24.0
159,159,141,152,45.0
160,160,142,153,58.0
161,161,143,157,19.0
162,162,143,151,29.0
163,163,143,158,27.0
164,164,144,154,54.0
165,165,144,157,31.0
166,166,145,155,63.0
167,167,145,160,33.0
168,168,145,157,30.0
169,169,145,161,38.0
170,170,146,161,32.0
171,171,148,161,35.0
172,172,148,157,48.0
173,173,148,173,29.0
174,174,149,164,70.0
175,175,150,157,37.0
176,176,150,166,39.0
177,177,150,163,47.0
178,178,151,160,33.0
179,179,151,162,13.0
180,180,152,170,47.0
181,181,153,164,59.0
182,182,155,165,30.0
183,183,155,166,44.0
184,184,155,177,33.0
185,185,156,171,22.0
186,186,158,172,88.0
187,187,158,172,24.0
188,188,158,175,45.0
189,189,159,173,36.0
190,190,159,174,35.0
191,191,159,176,36.0
192,192,160,180,56.0
193,193,160,168,49.0
194,194,163,175,73.0
195,195,163,179,28.0
196,196,164,179,37.0
197,197,164,177,40.0
198,198,165,180,39.0
199,199,165,180,41.0
200,200,166,178,26.0
201,201,166,182,31.0
202,202,167,179,62.0
203,204,171,179,56.0
