,req_id,order_time,desired_time,rental_length
0,0,0,15,46.0
1,1,1,15,29.0
2,2,3,20,34.0
3,3,4,18,140.0
4,4,4,16,59.0
5,5,5,16,101.0
6,6,7,21,39.0
7,7,7,22,25.0
8,8,7,23,19.0
9,9,7,20,24.0
10,10,8,20,19.0
11,11,8,20,25.0
12,12,10,28,34.0
13,13,13,31,48.0
14,14,14,23,25.0
15,15,14,29,62.0
16,16,15,29,44.0
17,17,17,28,52.0
18,18,18,32,30.0
19,19,18,29,35.0
20,20,19,34,68.0
21,21,20,31,37.0
22,22,20,34,28.0
23,23,21,35,76.0
24,24,21,34,49.0
25,25,21,35,48.0
26,26,22,41,42.0
27,27,25,43,51.0
28,28,25,37,77.0
29,29,27,41,22.0
30,30,27,42,19.0
31,31,27,44,50.0
32,32,30,49,6.0
33,33,31,39,82.0
34,34,31,46,20.0
35,35,33,45,34.0
36,36,33,54,27.0
37,37,33,52,38.0
38,38,34,49,25.0
39,39,36,50,45.0
40,40,39,55,25.0
41,41,39,52,28.0
42,42,41,51,27.0
43,43,41,48,54.0
44,44,41,57,37.0
45,45,44,65,38.0
46,46,45,56,14.0
47,47,45,65,41.0
48,48,45,59,23.0
49,49,47,60,56.0
50,50,47,61,27.0
51,51,49,60,38.0
52,52,49,63,31.0
53,53,51,65,40.0
54,54,51,70,38.0
55,55,52,70,59.0
56,56,52,64,30.0
57,57,53,65,26.0
58,58,55,66,43.0
59,59,56,68,93.0
60,60,56,66,33.0
61,61,56,72,34.0
62,62,56,70,47.0
63,63,58,70,73.0
64,64,58,77,37.0
65,65,59,75,18.0
66,66,60,73,26.0
67,67,60,77,72.0
68,68,60,71,75.0
69,69,62,75,76.0
70,70,62,70,62.0
71,71,65,77,41.0
72,72,66,74,15.0
73,73,66,82,27.0
74,74,69,89,48.0
75,75,71,80,37.0
76,76,72,81,26.0
77,77,72,85,48.0
78,78,73,85,36.0
79,79,74,84,37.0
80,80,75,90,109.0
81,81,76,89,57.0
82,82,77,87,24.0
83,83,77,99,45.0
84,84,78,92,37.0
85,85,79,98,34.0
86,86,79,89,38.0
87,87,79,96,20.0
88,88,79,88,18.0
89,89,80,94,38.0
90,90,80,99,59.0
91,91,80,96,20.0
92,92,81,94,19.0
93,93,81,90,36.0
94,94,82,94,44.0
95,95,84,100,44.0
96,96,86,99,66.0
97,97,87,104,62.0
98,98,88,106,30.0
99,99,88,101,55.0
100,100,89,101,43.0
101,101,89,106,29.0
102,102,90,103,22.0
103,103,94,108,29.0
104,104,95,113,49.0
105,105,95,106,33.0
106,106,97,115,43.0
107,107,98,110,24.0
108,108,98,112,32.0
109,109,98,112,32.0
110,110,99,119,27.0
111,111,100,114,51.0
112,112,103,116,30.0
113,113,105,113,51.0
114,114,107,115,72.0
115,115,108,124,83.0
116,116,108,123,32.0
117,117,109,122,51.0
118,118,110,125,29.0
119,119,111,131,60.0
120,120,111,124,40.0
121,121,112,121,46.0
122,122,115,131,33.0
123,123,116,128,50.0
124,124,119,138,35.0
125,125,119,133,14.0
126,126,119,129,56.0
127,127,120,132,45.0
128,128,121,136,48.0
129,129,121,136,71.0
130,130,126,139,39.0
131,131,127,140,75.0
132,132,127,145,78.0
133,133,127,148,18.0
134,134,128,146,26.0
135,135,128,144,13.0
136,136,128,139,31.0
137,137,129,139,100.0
138,138,131,142,52.0
139,139,131,147,32.0
140,140,132,149,61.0
141,141,134,143,55.0
142,142,135,149,36.0
143,143,136,145,46.0
144,144,137,149,49.0
145,145,139,158,19.0
146,146,139,153,30.0
147,147,140,156,21.0
148,148,140,158,35.0
149,149,145,155,39.0
150,150,145,156,36.0
151,151,145,152,24.0
152,152,147,161,23.0
153,153,147,164,33.0
154,154,148,165,171.0
155,155,148,166,39.0
156,156,151,166,19.0
157,157,152,164,28.0
158,158,153,172,34.0
159,159,153,167,56.0
160,160,156,167,34.0
161,161,157,164,25.0
162,162,157,171,52.0
163,163,158,170,26.0
164,164,159,175,43.0
165,165,160,180,19.0
166,166,160,176,26.0
167,167,163,172,54.0
168,168,165,181,19.0
169,169,166,179,47.0
170,170,169,180,36.0
171,171,169,180,69.0
172,174,170,181,131.0
173,175,171,181,65.0
