,req_id,order_time,desired_time,rental_length
0,0,1,20,50.0
1,1,2,22,26.0
2,2,4,15,26.0
3,3,4,15,103.0
4,4,5,15,73.0
5,5,5,15,21.0
6,6,6,22,26.0
7,7,7,18,20.0
8,8,7,21,82.0
9,9,8,18,25.0
10,10,9,22,56.0
11,11,10,32,38.0
12,12,12,30,34.0
13,13,12,30,52.0
14,14,12,25,51.0
15,15,13,29,40.0
16,16,14,22,71.0
17,17,14,28,45.0
18,18,14,24,39.0
19,19,15,31,22.0
20,20,16,29,62.0
21,21,17,29,64.0
22,22,17,33,32.0
23,23,17,29,49.0
24,24,18,32,34.0
25,25,21,27,50.0
26,26,22,28,29.0
27,27,25,39,18.0
28,28,26,39,29.0
29,29,26,39,45.0
30,30,27,40,63.0
31,31,27,39,42.0
32,32,27,38,37.0
33,33,28,49,37.0
34,34,28,44,15.0
35,35,29,49,28.0
36,36,29,43,18.0
37,37,30,42,30.0
38,38,30,44,34.0
39,39,32,47,32.0
40,40,32,46,54.0
41,41,32,45,14.0
42,42,33,45,31.0
43,43,33,42,82.0
44,44,33,48,24.0
45,45,34,46,34.0
46,46,34,45,17.0
47,47,36,50,55.0
48,48,36,49,22.0
49,49,37,56,41.0
50,50,38,47,54.0
51,51,39,52,22.0
52,52,40,54,27.0
53,53,41,56,53.0
54,54,41,58,83.0
55,55,43,61,19.0
56,56,44,58,36.0
57,57,45,55,27.0
58,58,45,61,68.0
59,59,48,62,61.0
60,60,50,66,55.0
61,61,52,65,91.0
62,62,53,64,36.0
63,63,54,67,30.0
64,64,54,68,85.0
65,65,54,74,68.0
66,66,55,74,36.0
67,67,55,71,27.0
68,68,55,73,38.0
69,69,56,68,61.0
70,70,57,74,32.0
71,71,57,73,63.0
72,72,58,69,27.0
73,73,59,70,42.0
74,74,59,72,33.0
75,75,59,72,36.0
76,76,59,69,76.0
77,77,60,71,97.0
78,78,65,80,37.0
79,79,68,87,62.0
80,80,73,85,55.0
81,81,73,83,24.0
82,82,74,91,50.0
83,83,76,90,60.0
84,84,77,92,34.0
85,85,77,95,44.0
86,86,77,90,27.0
87,87,77,87,23.0
88,88,78,90,52.0
89,89,78,86,30.0
90,90,79,94,18.0
91,91,80,95,17.0
92,92,81,97,47.0
93,93,81,96,35.0
94,94,82,94,21.0
95,95,83,98,42.0
96,96,83,94,48.0
97,97,84,99,10.0
98,98,84,99,115.0
99,99,86,97,21.0
100,100,89,97,39.0
101,101,89,105,33.0
102,102,90,97,41.0
103,103,91,106,41.0
104,104,94,110,18.0
105,105,94,109,60.0
106,106,94,111,97.0
107,107,96,111,30.0
108,108,97,109,53.0
109,109,97,110,20.0
110,110,98,109,21.0
111,111,98,115,20.0
112,112,99,112,80.0
113,113,100,113,37.0
114,114,100,114,36.0
115,115,103,119,30.0
116,116,104,123,29.0
117,117,104,116,22.0
118,118,106,118,75.0
119,119,106,122,33.0
120,120,106,123,27.0
121,121,111,119,50.0
122,122,112,124,39.0
123,123,115,128,34.0
124,124,117,129,54.0
125,125,118,132,89.0
126,126,120,137,52.0
127,127,120,135,28.0
128,128,121,131,36.0
129,129,122,135,23.0
130,130,123,141,16.0
131,131,124,136,23.0
132,132,124,135,33.0
133,133,125,137,46.0
134,134,127,145,35.0
135,135,128,141,45.0
136,136,128,139,37.0
137,137,128,140,29.0
138,138,129,143,30.0
139,139,130,143,21.0
140,140,131,146,142.0
141,141,132,146,15.0
142,142,133,149,49.0
143,143,134,151,29.0
144,144,134,152,24.0
145,145,137,149,19.0
146,146,137,154,30.0
147,147,138,150,31.0
148,148,139,151,25.0
149,149,139,157,43.0
150,150,140,154,81.0
151,151,140,155,25.0
152,152,141,153,33.0
153,153,144,161,61.0
154,154,144,165,48.0
155,155,144,161,12.0
156,156,148,161,47.0
157,157,148,159,43.0
158,158,149,166,44.0
159,159,149,160,49.0
160,160,150,166,52.0
161,161,152,169,22.0
162,162,153,162,23.0
163,163,154,166,27.0
164,164,155,167,22.0
165,165,157,168,25.0
166,166,157,171,53.0
167,167,159,172,24.0
168,168,160,172,47.0
169,169,160,178,92.0
170,170,162,174,33.0
171,171,163,177,95.0
172,172,163,172,83.0
173,173,163,172,63.0
174,174,167,182,76.0
175,175,168,179,50.0
176,176,169,182,33.0
177,177,170,181,31.0
178,178,170,182,34.0
