,req_id,order_time,desired_time,rental_length
0,0,3,17,36.0
1,1,4,19,30.0
2,2,6,18,15.0
3,3,6,12,37.0
4,4,11,20,71.0
5,5,11,22,56.0
6,6,12,31,46.0
7,7,13,27,69.0
8,8,15,25,20.0
9,9,15,35,29.0
10,10,20,31,39.0
11,11,20,34,29.0
12,12,20,31,36.0
13,13,21,35,25.0
14,14,21,32,14.0
15,15,21,43,28.0
16,16,23,36,12.0
17,17,23,31,29.0
18,18,24,37,23.0
19,19,26,42,66.0
20,20,26,38,26.0
21,21,27,37,49.0
22,22,28,43,38.0
23,23,29,43,14.0
24,24,29,41,44.0
25,25,31,44,19.0
26,26,31,45,13.0
27,27,33,49,18.0
28,28,34,44,20.0
29,29,35,44,61.0
30,30,37,55,33.0
31,31,38,47,45.0
32,32,38,55,22.0
33,33,38,54,57.0
34,34,38,55,42.0
35,35,39,49,45.0
36,36,39,52,64.0
37,37,39,54,44.0
38,38,39,53,21.0
39,39,40,50,18.0
40,40,41,55,182.0
41,41,43,62,85.0
42,42,43,59,72.0
43,43,45,62,31.0
44,44,47,67,32.0
45,45,47,64,55.0
46,46,47,60,55.0
47,47,49,63,52.0
48,48,49,68,20.0
49,49,50,67,55.0
50,50,52,58,66.0
51,51,56,69,17.0
52,52,56,67,26.0
53,53,58,70,43.0
54,54,60,79,24.0
55,55,63,75,48.0
56,56,63,85,36.0
57,57,64,70,27.0
58,58,65,80,25.0
59,59,65,80,60.0
60,60,68,83,32.0
61,61,68,75,26.0
62,62,69,83,36.0
63,63,70,84,41.0
64,64,71,86,37.0
65,65,72,85,85.0
66,66,72,89,30.0
67,67,76,90,70.0
68,68,76,96,45.0
69,69,76,91,51.0
70,70,76,92,26.0
71,71,78,96,50.0
72,72,78,88,19.0
73,73,81,99,15.0
74,74,84,97,32.0
75,75,84,102,39.0
76,76,84,102,114.0
77,77,84,97,31.0
78,78,85,99,25.0
79,79,86,107,43.0
80,80,87,107,79.0
81,81,87,102,47.0
82,82,87,105,35.0
83,83,89,103,31.0
84,84,89,104,22.0
85,85,93,107,51.0
86,86,95,109,30.0
87,87,96,110,37.0
88,88,96,113,41.0
89,89,96,114,47.0
90,90,96,106,35.0
91,91,98,113,56.0
92,92,98,114,50.0
93,93,98,113,46.0
94,94,100,120,56.0
95,95,100,108,61.0
96,96,101,119,75.0
97,97,101,115,37.0
98,98,102,113,30.0
99,99,103,114,21.0
100,100,104,118,17.0
101,101,104,120,30.0
102,102,105,119,46.0
103,103,105,116,38.0
104,104,105,115,95.0
105,105,108,120,18.0
106,106,109,122,69.0
107,107,109,123,50.0
108,108,109,120,83.0
109,109,110,122,48.0
110,110,110,121,32.0
111,111,110,129,18.0
112,112,110,123,31.0
113,113,111,127,21.0
114,114,111,122,16.0
115,115,112,125,116.0
116,116,112,127,22.0
117,117,113,127,39.0
118,118,114,126,21.0
119,119,114,130,58.0
120,120,118,131,31.0
121,121,118,135,46.0
122,122,120,135,29.0
123,123,122,138,26.0
124,124,127,143,28.0
125,125,129,145,63.0
126,126,131,141,70.0
127,127,134,144,34.0
128,128,136,151,24.0
129,129,137,145,24.0
130,130,139,158,21.0
131,131,140,162,20.0
132,132,146,157,73.0
133,133,148,161,82.0
134,134,149,166,25.0
135,135,152,168,43.0
136,136,152,164,36.0
137,137,152,173,25.0
138,138,153,165,35.0
139,139,158,173,49.0
140,140,160,174,27.0
141,141,164,173,28.0
142,142,164,180,34.0
143,143,167,180,20.0
