,req_id,order_time,desired_time,rental_length
0,0,5,20,48.0
1,1,5,23,17.0
2,2,6,14,41.0
3,3,8,19,42.0
4,4,10,26,36.0
5,5,11,20,30.0
6,6,12,24,57.0
7,7,14,31,34.0
8,8,16,29,37.0
9,9,17,35,29.0
10,10,19,31,69.0
11,11,19,32,58.0
12,12,19,29,33.0
13,13,22,39,30.0
14,14,23,42,19.0
15,15,23,34,35.0
16,16,23,35,41.0
17,17,24,39,44.0
18,18,24,34,26.0
19,19,25,33,17.0
20,20,26,38,36.0
21,21,26,39,125.0
22,22,26,40,53.0
23,23,27,41,39.0
24,24,27,40,47.0
25,25,27,40,12.0
26,26,27,39,24.0
27,27,29,40,39.0
28,28,30,46,22.0
29,29,30,41,54.0
30,30,30,44,74.0
31,31,30,40,38.0
32,32,31,48,27.0
33,33,32,49,91.0
34,34,34,44,21.0
35,35,34,50,68.0
36,36,34,53,33.0
37,37,34,47,50.0
38,38,35,51,23.0
39,39,36,55,108.0
40,40,36,42,35.0
41,41,37,49,28.0
42,42,38,46,26.0
43,43,39,50,131.0
44,44,39,46,53.0
45,45,41,50,75.0
46,46,41,56,55.0
47,47,41,53,14.0
48,48,41,58,43.0
49,49,45,58,23.0
50,50,45,64,43.0
51,51,45,55,22.0
52,52,46,60,32.0
53,53,49,61,68.0
54,54,52,69,102.0
55,55,54,67,68.0
56,56,54,64,27.0
57,57,56,70,32.0
58,58,58,70,40.0
59,59,59,75,73.0
60,60,60,76,72.0
61,61,60,67,26.0
62,62,61,67,72.0
63,63,62,81,43.0
64,64,62,74,26.0
65,65,66,78,72.0
66,66,67,79,19.0
67,67,68,80,28.0
68,68,69,85,33.0
69,69,70,82,73.0
70,70,71,87,21.0
71,71,72,87,18.0
72,72,73,87,87.0
73,73,75,90,35.0
74,74,76,87,37.0
75,75,77,91,32.0
76,76,78,92,31.0
77,77,78,86,45.0
78,78,79,90,26.0
79,79,80,99,70.0
80,80,80,95,44.0
81,81,81,102,22.0
82,82,82,95,50.0
83,83,82,98,32.0
84,84,83,98,34.0
85,85,85,100,30.0
86,86,86,96,35.0
87,87,86,97,47.0
88,88,88,97,14.0
89,89,90,104,69.0
90,90,91,104,35.0
91,91,92,103,42.0
92,92,94,107,21.0
93,93,95,109,64.0
94,94,96,112,32.0
95,95,99,114,40.0
96,96,100,115,49.0
97,97,102,117,35.0
98,98,102,115,31.0
99,99,103,115,23.0
100,100,104,118,44.0
101,101,106,122,44.0
102,102,106,125,45.0
103,103,107,124,43.0
104,104,109,123,18.0
105,105,111,128,24.0
106,106,111,119,15.0
107,107,112,129,42.0
108,108,113,124,23.0
109,109,114,130,30.0
110,110,115,132,55.0
111,111,115,127,66.0
112,112,116,129,36.0
113,113,116,137,66.0
114,114,117,129,56.0
115,115,117,133,25.0
116,116,118,131,30.0
117,117,119,131,21.0
118,118,119,135,79.0
119,119,120,134,74.0
120,120,122,138,117.0
121,121,122,133,32.0
122,122,123,140,36.0
123,123,124,140,18.0
124,124,127,141,24.0
125,125,127,144,29.0
126,126,128,147,89.0
127,127,128,145,23.0
128,128,128,140,50.0
129,129,128,144,32.0
130,130,129,144,14.0
131,131,130,147,32.0
132,132,131,144,43.0
133,133,131,145,22.0
134,134,131,141,93.0
135,135,132,143,53.0
136,136,132,146,35.0
137,137,132,146,67.0
138,138,132,148,40.0
139,139,133,145,23.0
140,140,134,144,34.0
141,141,134,145,38.0
142,142,136,149,47.0
143,143,136,147,27.0
144,144,137,147,67.0
145,145,138,154,30.0
146,146,139,157,67.0
147,147,139,148,54.0
148,148,142,151,22.0
149,149,142,154,40.0
150,150,143,158,36.0
151,151,143,162,42.0
152,152,144,159,24.0
153,153,145,160,33.0
154,154,145,160,25.0
155,155,147,166,21.0
156,156,147,164,27.0
157,157,148,161,92.0
158,158,149,166,80.0
159,159,149,161,69.0
160,160,149,170,126.0
161,161,150,163,96.0
162,162,150,164,101.0
163,163,153,168,31.0
164,164,155,167,19.0
165,165,156,174,31.0
166,166,156,178,30.0
167,167,157,171,19.0
168,168,158,169,45.0
169,169,161,173,43.0
170,170,161,178,26.0
171,171,162,176,17.0
172,172,163,177,35.0
173,173,165,176,54.0
174,174,166,182,26.0
175,175,166,177,37.0
176,176,166,177,96.0
177,177,167,182,39.0
178,178,167,182,32.0
179,179,169,180,16.0
