,req_id,order_time,desired_time,rental_length
0,0,2,14,36.0
1,1,2,15,34.0
2,2,4,19,19.0
3,3,4,14,30.0
4,4,8,21,29.0
5,5,8,20,32.0
6,6,9,29,28.0
7,7,12,32,54.0
8,8,12,28,19.0
9,9,14,28,74.0
10,10,15,26,32.0
11,11,16,35,69.0
12,12,16,35,72.0
13,13,16,34,71.0
14,14,22,31,33.0
15,15,23,39,61.0
16,16,23,33,35.0
17,17,24,42,15.0
18,18,24,39,39.0
19,19,26,48,85.0
20,20,26,39,73.0
21,21,30,45,16.0
22,22,32,48,39.0
23,23,34,46,38.0
24,24,36,51,19.0
25,25,36,53,84.0
26,26,37,51,40.0
27,27,37,50,42.0
28,28,38,52,19.0
29,29,38,57,12.0
30,30,39,64,20.0
31,31,40,55,17.0
32,32,41,58,58.0
33,33,41,62,18.0
34,34,42,53,29.0
35,35,42,50,29.0
36,36,42,58,44.0
37,37,42,57,18.0
38,38,43,53,32.0
39,39,44,58,27.0
40,40,45,59,36.0
41,41,45,57,76.0
42,42,46,58,35.0
43,43,46,57,23.0
44,44,47,62,61.0
45,45,48,59,39.0
46,46,49,65,43.0
47,47,50,67,50.0
48,48,51,67,56.0
49,49,54,66,40.0
50,50,56,69,88.0
51,51,57,71,24.0
52,52,57,70,47.0
53,53,61,75,47.0
54,54,62,78,97.0
55,55,64,76,98.0
56,56,66,77,32.0
57,57,67,84,47.0
58,58,68,84,58.0
59,59,71,80,50.0
60,60,72,87,54.0
61,61,72,82,37.0
62,62,74,88,40.0
63,63,75,87,51.0
64,64,76,93,28.0
65,65,76,86,55.0
66,66,77,95,22.0
67,67,78,91,47.0
68,68,78,88,40.0
69,69,78,92,36.0
70,70,79,89,43.0
71,71,80,96,47.0
72,72,81,94,63.0
73,73,81,94,36.0
74,74,82,92,38.0
75,75,82,93,20.0
76,76,85,99,30.0
77,77,85,95,40.0
78,78,89,103,28.0
79,79,89,108,58.0
80,80,90,103,50.0
81,81,90,101,48.0
82,82,90,107,25.0
83,83,91,106,30.0
84,84,91,106,20.0
85,85,91,101,17.0
86,86,92,105,48.0
87,87,93,107,58.0
88,88,94,107,35.0
89,89,95,106,77.0
90,90,95,107,57.0
91,91,96,107,34.0
92,92,96,112,59.0
93,93,96,106,75.0
94,94,97,109,53.0
95,95,102,115,38.0
96,96,103,111,23.0
97,97,103,114,31.0
98,98,108,119,17.0
99,99,108,124,42.0
100,100,109,121,71.0
101,101,110,126,20.0
102,102,110,123,32.0
103,103,111,126,41.0
104,104,112,127,75.0
105,105,114,126,85.0
106,106,115,128,27.0
107,107,115,130,53.0
108,108,116,131,48.0
109,109,118,133,27.0
110,110,119,128,24.0
111,111,120,138,33.0
112,112,120,138,75.0
113,113,122,133,33.0
114,114,122,135,22.0
115,115,123,141,28.0
116,116,124,138,29.0
117,117,125,138,67.0
118,118,125,141,27.0
119,119,127,138,30.0
120,120,129,147,40.0
121,121,129,136,84.0
122,122,130,139,20.0
123,123,131,144,19.0
124,124,133,145,61.0
125,125,133,147,19.0
126,126,135,146,15.0
127,127,136,151,46.0
128,128,137,151,21.0
129,129,138,155,61.0
130,130,138,150,55.0
131,131,141,152,45.0
132,132,142,156,20.0
133,133,143,155,25.0
134,134,145,159,28.0
135,135,149,159,46.0
136,136,154,169,56.0
137,137,155,172,38.0
138,138,157,175,62.0
139,139,158,177,25.0
140,140,158,173,67.0
141,141,158,172,32.0
142,142,158,174,33.0
143,143,160,175,60.0
144,144,161,172,19.0
145,145,163,176,59.0
146,146,163,174,31.0
147,147,164,178,51.0
148,148,165,179,51.0
149,149,165,179,14.0
150,152,168,179,42.0
151,158,172,180,36.0
